Label,Mode,Frequency,Isotopologue
MODE,293,1674.36442,CHDDH
MODE,294,1678.73401,CHDDH
MODE,295,1692.61168,CHDDH
MODE,296,1715.58913,CHDDH
MODE,297,1728.38721,CHDDH
MODE,298,1754.75106,CHDDH
MODE,299,1811.51906,CHDDH
MODE,300,2235.12005,CHDDH
MODE,301,2328.54988,CHDDH
MODE,302,2969.15664,CHDDH
MODE,303,2981.08891,CHDDH
MODE,304,3006.36358,CHDDH
MODE,305,3020.07486,CHDDH
MODE,306,3021.97307,CHDDH
MODE,307,3030.22729,CHDDH
MODE,308,3032.47881,CHDDH
MODE,309,3032.65807,CHDDH
MODE,310,3041.05189,CHDDH
MODE,311,3042.06309,CHDDH
MODE,312,3046.18087,CHDDH
MODE,313,3051.91759,CHDDH
MODE,314,3052.91069,CHDDH
MODE,315,3053.94283,CHDDH
MODE,316,3056.15178,CHDDH
MODE,317,3060.34963,CHDDH
MODE,318,3063.18455,CHDDH
MODE,319,3065.40288,CHDDH
MODE,320,3065.7672,CHDDH
MODE,321,3068.26056,CHDDH
MODE,322,3071.06658,CHDDH
MODE,323,3083.42548,CHDDH
MODE,324,3085.63304,CHDDH
MODE,325,3085.97324,CHDDH
MODE,326,3087.2553,CHDDH
MODE,327,3095.16633,CHDDH
MODE,328,3104.69129,CHDDH
MODE,329,3106.96188,CHDDH
MODE,330,3110.60737,CHDDH
MODE,331,3112.25918,CHDDH
MODE,332,3112.61171,CHDDH
MODE,333,3113.24097,CHDDH
MODE,334,3113.75968,CHDDH
MODE,335,3113.87073,CHDDH
MODE,336,3114.8351,CHDDH
MODE,337,3114.91307,CHDDH
MODE,338,3121.16942,CHDDH
MODE,339,3126.49508,CHDDH
MODE,340,3130.83472,CHDDH
MODE,341,3134.52092,CHDDH
MODE,342,3137.23731,CHDDH
MODE,343,3140.40182,CHDDH
MODE,344,3146.29081,CHDDH
MODE,345,3148.32147,CHDDH
MODE,346,3153.02745,CHDDH
MODE,347,3165.4084,CHDDH
MODE,348,3166.37173,CHDDH
MODE,349,3171.36596,CHDDH
MODE,350,3172.34597,CHDDH
MODE,351,3176.41744,CHDDH
MODE,352,3190.75082,CHDDH
MODE,353,3197.2309,CHDDH
MODE,354,3199.19627,CHDDH
MODE,355,3203.16726,CHDDH
MODE,356,3208.72509,CHDDH
MODE,357,3304.4926,CHDDH
MODE,358,3400.50753,CHDDH
MODE,359,3529.64392,CHDDH
MODE,360,3692.29806,CHDDH
12-2-1-2-1,,,
MODE,13,4.90732,CDHDH
MODE,14,8.84166,CDHDH
MODE,15,15.48353,CDHDH
MODE,16,18.64257,CDHDH
MODE,17,22.38404,CDHDH
MODE,18,23.87931,CDHDH
MODE,19,29.38321,CDHDH
MODE,20,29.74218,CDHDH
MODE,21,32.55945,CDHDH
MODE,22,35.15738,CDHDH
MODE,23,37.42095,CDHDH
MODE,24,40.709,CDHDH
MODE,25,42.12968,CDHDH
MODE,26,43.74563,CDHDH
MODE,27,48.5071,CDHDH
MODE,28,52.56511,CDHDH
MODE,29,57.48321,CDHDH
MODE,30,60.20157,CDHDH
MODE,31,61.58473,CDHDH
MODE,32,67.01173,CDHDH
MODE,33,68.44018,CDHDH
MODE,34,71.48185,CDHDH
MODE,35,73.25297,CDHDH
MODE,36,75.49052,CDHDH
MODE,37,80.46247,CDHDH
MODE,38,83.68676,CDHDH
MODE,39,91.09905,CDHDH
MODE,40,94.86588,CDHDH
MODE,41,96.40267,CDHDH
MODE,42,105.23943,CDHDH
MODE,43,107.60665,CDHDH
MODE,44,108.00139,CDHDH
MODE,45,108.20923,CDHDH
MODE,46,110.99069,CDHDH
MODE,47,112.73027,CDHDH
MODE,48,119.02192,CDHDH
MODE,49,121.99034,CDHDH
MODE,50,130.16917,CDHDH
MODE,51,134.32174,CDHDH
MODE,52,144.26519,CDHDH
MODE,53,147.39609,CDHDH
MODE,54,152.05705,CDHDH
MODE,55,155.81255,CDHDH
MODE,56,164.78915,CDHDH
MODE,57,169.10773,CDHDH
MODE,58,184.56774,CDHDH
MODE,59,193.68114,CDHDH
MODE,60,203.42055,CDHDH
MODE,61,205.62347,CDHDH
MODE,62,218.9097,CDHDH
MODE,63,222.64727,CDHDH
MODE,64,225.71244,CDHDH
MODE,65,233.90045,CDHDH
MODE,66,247.27943,CDHDH
MODE,67,249.53906,CDHDH
MODE,68,259.52412,CDHDH
MODE,69,268.46639,CDHDH
MODE,70,272.26764,CDHDH
MODE,71,297.27403,CDHDH
MODE,72,303.94609,CDHDH
MODE,73,316.34593,CDHDH
MODE,74,322.73688,CDHDH
MODE,75,323.44648,CDHDH
MODE,76,332.5348,CDHDH
MODE,77,335.96954,CDHDH
MODE,78,338.48674,CDHDH
MODE,79,340.53727,CDHDH
MODE,80,362.36653,CDHDH
MODE,81,379.52625,CDHDH
MODE,82,382.5723,CDHDH
MODE,83,393.00415,CDHDH
MODE,84,405.10932,CDHDH
MODE,85,423.62241,CDHDH
MODE,86,425.69073,CDHDH
MODE,87,426.06615,CDHDH
MODE,88,433.96769,CDHDH
MODE,89,436.81495,CDHDH
MODE,90,445.23213,CDHDH
MODE,91,453.59426,CDHDH
MODE,92,453.8969,CDHDH
MODE,93,464.99494,CDHDH
MODE,94,467.73763,CDHDH
MODE,95,471.29036,CDHDH
MODE,96,475.73894,CDHDH
MODE,97,509.37347,CDHDH
MODE,98,509.91421,CDHDH
MODE,99,526.71202,CDHDH
MODE,100,526.94287,CDHDH
MODE,101,530.15201,CDHDH
MODE,102,553.31232,CDHDH
MODE,103,556.56808,CDHDH
MODE,104,563.73684,CDHDH
MODE,105,565.41257,CDHDH
MODE,106,567.31537,CDHDH
MODE,107,574.45112,CDHDH
MODE,108,588.94199,CDHDH
MODE,109,593.33579,CDHDH
MODE,110,606.48428,CDHDH
MODE,111,620.95966,CDHDH
MODE,112,623.94677,CDHDH
MODE,113,637.9887,CDHDH
MODE,114,651.35074,CDHDH
MODE,115,658.04754,CDHDH
MODE,116,658.25876,CDHDH
MODE,117,661.14407,CDHDH
MODE,118,664.23295,CDHDH
MODE,119,688.71896,CDHDH
MODE,120,701.59377,CDHDH
MODE,121,703.35474,CDHDH
MODE,122,704.13738,CDHDH
MODE,123,712.36937,CDHDH
MODE,124,717.80876,CDHDH
MODE,125,721.9603,CDHDH
MODE,126,730.86794,CDHDH
MODE,127,739.92108,CDHDH
MODE,128,747.53221,CDHDH
MODE,129,750.66841,CDHDH
MODE,130,763.83456,CDHDH
MODE,131,776.10186,CDHDH
MODE,132,791.97364,CDHDH
MODE,133,792.99126,CDHDH
MODE,134,809.12617,CDHDH
MODE,135,820.8207,CDHDH
MODE,136,827.1548,CDHDH
MODE,137,830.29189,CDHDH
MODE,138,839.26432,CDHDH
MODE,139,840.86754,CDHDH
MODE,140,842.4339,CDHDH
MODE,141,857.77692,CDHDH
MODE,142,859.60443,CDHDH
MODE,143,860.48162,CDHDH
MODE,144,865.10428,CDHDH
MODE,145,877.52631,CDHDH
MODE,146,879.15865,CDHDH
MODE,147,882.63602,CDHDH
MODE,148,892.73667,CDHDH
MODE,149,902.0316,CDHDH
MODE,150,906.82379,CDHDH
MODE,151,921.15589,CDHDH
MODE,152,928.80485,CDHDH
MODE,153,934.94607,CDHDH
MODE,154,938.4973,CDHDH
MODE,155,945.01421,CDHDH
MODE,156,949.62837,CDHDH
MODE,157,952.78162,CDHDH
MODE,158,953.9739,CDHDH
MODE,159,966.23155,CDHDH
MODE,160,974.1449,CDHDH
MODE,161,977.39153,CDHDH
MODE,162,984.0639,CDHDH
MODE,163,984.65978,CDHDH
MODE,164,987.54652,CDHDH
MODE,165,989.75995,CDHDH
MODE,166,990.97401,CDHDH
MODE,167,1000.4128,CDHDH
MODE,168,1007.88674,CDHDH
MODE,169,1013.69778,CDHDH
MODE,170,1018.82478,CDHDH
MODE,171,1021.10515,CDHDH
MODE,172,1028.9225,CDHDH
MODE,173,1030.87289,CDHDH
MODE,174,1032.9864,CDHDH
MODE,175,1036.93059,CDHDH
MODE,176,1037.48206,CDHDH
MODE,177,1052.56865,CDHDH
MODE,178,1060.45147,CDHDH
MODE,179,1069.23166,CDHDH
MODE,180,1076.09707,CDHDH
MODE,181,1076.79229,CDHDH
MODE,182,1076.90178,CDHDH
MODE,183,1077.77197,CDHDH
MODE,184,1079.47569,CDHDH
MODE,185,1082.76943,CDHDH
MODE,186,1094.27551,CDHDH
MODE,187,1105.55942,CDHDH
MODE,188,1115.6088,CDHDH
MODE,189,1126.87791,CDHDH
MODE,190,1129.78931,CDHDH
MODE,191,1130.8951,CDHDH
MODE,192,1138.67452,CDHDH
MODE,193,1139.52031,CDHDH
MODE,194,1140.57805,CDHDH
MODE,195,1143.6163,CDHDH
MODE,196,1150.32212,CDHDH
MODE,197,1158.33498,CDHDH
MODE,198,1167.69279,CDHDH
MODE,199,1173.68748,CDHDH
MODE,200,1186.83252,CDHDH
MODE,201,1197.30926,CDHDH
MODE,202,1204.22187,CDHDH
MODE,203,1204.69081,CDHDH
MODE,204,1206.42355,CDHDH
MODE,205,1214.50833,CDHDH
MODE,206,1218.10584,CDHDH
MODE,207,1220.04462,CDHDH
MODE,208,1235.26254,CDHDH
MODE,209,1236.5493,CDHDH
MODE,210,1239.84378,CDHDH
MODE,211,1242.82309,CDHDH
MODE,212,1249.29027,CDHDH
MODE,213,1251.51514,CDHDH
MODE,214,1255.07818,CDHDH
MODE,215,1263.48687,CDHDH
MODE,216,1265.54194,CDHDH
MODE,217,1272.88815,CDHDH
MODE,218,1273.14923,CDHDH
MODE,219,1277.74335,CDHDH
MODE,220,1286.14821,CDHDH
MODE,221,1294.08909,CDHDH
MODE,222,1296.60358,CDHDH
MODE,223,1300.08414,CDHDH
MODE,224,1302.79968,CDHDH
MODE,225,1303.99935,CDHDH
MODE,226,1309.88369,CDHDH
MODE,227,1312.25686,CDHDH
MODE,228,1320.45519,CDHDH
MODE,229,1321.16487,CDHDH
MODE,230,1324.55768,CDHDH
MODE,231,1327.08606,CDHDH
MODE,232,1331.42424,CDHDH
MODE,233,1343.02433,CDHDH
MODE,234,1347.15768,CDHDH
MODE,235,1353.17824,CDHDH
MODE,236,1355.43987,CDHDH
MODE,237,1358.02359,CDHDH
MODE,238,1370.9899,CDHDH
MODE,239,1372.37961,CDHDH
MODE,240,1377.34974,CDHDH
MODE,241,1378.4287,CDHDH
MODE,242,1380.8919,CDHDH
MODE,243,1382.46156,CDHDH
MODE,244,1386.92897,CDHDH
MODE,245,1388.80009,CDHDH
MODE,246,1395.48976,CDHDH
MODE,247,1398.95405,CDHDH
MODE,248,1400.51812,CDHDH
MODE,249,1405.01226,CDHDH
MODE,250,1410.20771,CDHDH
MODE,251,1416.64494,CDHDH
MODE,252,1428.66831,CDHDH
MODE,253,1438.47823,CDHDH
MODE,254,1440.89249,CDHDH
MODE,255,1444.79406,CDHDH
MODE,256,1448.17868,CDHDH
MODE,257,1451.18254,CDHDH
MODE,258,1461.24662,CDHDH
MODE,259,1469.34609,CDHDH
MODE,260,1471.81498,CDHDH
MODE,261,1477.73879,CDHDH
MODE,262,1482.54077,CDHDH
MODE,263,1487.05726,CDHDH
MODE,264,1489.6536,CDHDH
MODE,265,1492.14018,CDHDH
MODE,266,1500.61668,CDHDH
MODE,267,1501.46064,CDHDH
MODE,268,1503.24044,CDHDH
MODE,269,1505.1377,CDHDH
MODE,270,1507.40449,CDHDH
MODE,271,1509.55905,CDHDH
MODE,272,1511.29464,CDHDH
MODE,273,1511.96815,CDHDH
MODE,274,1512.68356,CDHDH
MODE,275,1514.30578,CDHDH
MODE,276,1517.0212,CDHDH
MODE,277,1520.35015,CDHDH
MODE,278,1520.50207,CDHDH
MODE,279,1521.55147,CDHDH
MODE,280,1522.65047,CDHDH
MODE,281,1526.12895,CDHDH
MODE,282,1527.3727,CDHDH
MODE,283,1529.06386,CDHDH
MODE,284,1529.73332,CDHDH
MODE,285,1531.39477,CDHDH
MODE,286,1567.292,CDHDH
MODE,287,1570.28103,CDHDH
MODE,288,1616.92577,CDHDH
MODE,289,1638.24466,CDHDH
MODE,290,1642.82896,CDHDH
MODE,291,1645.0497,CDHDH
MODE,292,1665.69438,CDHDH
MODE,293,1674.3647,CDHDH
MODE,294,1678.73396,CDHDH
MODE,295,1692.61204,CDHDH
MODE,296,1715.58909,CDHDH
MODE,297,1728.38688,CDHDH
MODE,298,1754.75071,CDHDH
MODE,299,1811.51905,CDHDH
MODE,300,2244.76497,CDHDH
MODE,301,2344.32613,CDHDH
MODE,302,2969.15664,CDHDH
MODE,303,2981.08891,CDHDH
MODE,304,3006.36332,CDHDH
MODE,305,3020.07485,CDHDH
MODE,306,3021.97306,CDHDH
MODE,307,3030.22728,CDHDH
MODE,308,3032.47881,CDHDH
MODE,309,3032.65807,CDHDH
MODE,310,3041.05189,CDHDH
MODE,311,3042.06324,CDHDH
MODE,312,3046.18058,CDHDH
MODE,313,3051.91562,CDHDH
MODE,314,3052.91069,CDHDH
MODE,315,3053.94283,CDHDH
MODE,316,3056.15177,CDHDH
MODE,317,3060.34999,CDHDH
MODE,318,3063.18454,CDHDH
MODE,319,3065.40288,CDHDH
MODE,320,3065.7672,CDHDH
MODE,321,3068.26054,CDHDH
MODE,322,3071.06657,CDHDH
MODE,323,3083.42548,CDHDH
MODE,324,3085.6326,CDHDH
MODE,325,3085.97324,CDHDH
MODE,326,3087.25527,CDHDH
MODE,327,3095.16631,CDHDH
MODE,328,3098.01589,CDHDH
MODE,329,3104.69135,CDHDH
MODE,330,3106.96192,CDHDH
MODE,331,3110.60772,CDHDH
MODE,332,3112.2592,CDHDH
MODE,333,3112.61173,CDHDH
MODE,334,3113.24308,CDHDH
MODE,335,3113.86716,CDHDH
MODE,336,3114.83508,CDHDH
MODE,337,3114.91302,CDHDH
MODE,338,3121.16942,CDHDH
MODE,339,3126.49479,CDHDH
MODE,340,3130.82984,CDHDH
MODE,341,3134.52092,CDHDH
MODE,342,3137.23732,CDHDH
MODE,343,3140.38879,CDHDH
MODE,344,3146.29083,CDHDH
MODE,345,3148.3214,CDHDH
MODE,346,3149.62858,CDHDH
MODE,347,3153.02916,CDHDH
MODE,348,3165.40955,CDHDH
MODE,349,3171.36583,CDHDH
MODE,350,3172.34598,CDHDH
MODE,351,3176.41744,CDHDH
MODE,352,3190.75084,CDHDH
MODE,353,3197.23091,CDHDH
MODE,354,3199.19626,CDHDH
MODE,355,3203.16727,CDHDH
MODE,356,3208.725,CDHDH
MODE,357,3304.4714,CDHDH
MODE,358,3400.50761,CDHDH
MODE,359,3529.64392,CDHDH
MODE,360,3692.29806,CDHDH
12-2-2-1-1,,,
MODE,13,4.93772,CDDHH
MODE,14,8.82928,CDDHH
MODE,15,15.67907,CDDHH
MODE,16,18.67464,CDDHH
MODE,17,22.38644,CDDHH
MODE,18,23.91218,CDDHH
MODE,19,29.50863,CDDHH
MODE,20,29.79717,CDDHH
MODE,21,32.61557,CDDHH
MODE,22,35.27087,CDDHH
MODE,23,37.41295,CDDHH
MODE,24,40.12015,CDDHH
MODE,25,42.02032,CDDHH
MODE,26,43.73148,CDDHH
MODE,27,48.68258,CDDHH
MODE,28,52.65883,CDDHH
MODE,29,57.47765,CDDHH
MODE,30,60.17949,CDDHH
MODE,31,61.53954,CDDHH
MODE,32,66.90803,CDDHH
MODE,33,68.41937,CDDHH
MODE,34,71.47946,CDDHH
MODE,35,73.04642,CDDHH
MODE,36,75.33407,CDDHH
MODE,37,80.47794,CDDHH
MODE,38,83.67872,CDDHH
MODE,39,91.01849,CDDHH
MODE,40,94.90466,CDDHH
MODE,41,96.37423,CDDHH
MODE,42,96.74845,CDDHH
MODE,43,107.60267,CDDHH
MODE,44,108.01554,CDDHH
MODE,45,108.13839,CDDHH
MODE,46,112.70649,CDDHH
MODE,47,117.97739,CDDHH
MODE,48,120.25375,CDDHH
MODE,49,122.39421,CDDHH
MODE,50,130.19935,CDDHH
MODE,51,134.32002,CDDHH
MODE,52,144.26314,CDDHH
MODE,53,147.39543,CDDHH
MODE,54,152.06447,CDDHH
MODE,55,155.88792,CDDHH
MODE,56,164.79094,CDDHH
MODE,57,169.10808,CDDHH
MODE,58,184.56761,CDDHH
MODE,59,193.68304,CDDHH
MODE,60,203.42075,CDDHH
MODE,61,205.62372,CDDHH
MODE,62,218.90963,CDDHH
MODE,63,222.64723,CDDHH
MODE,64,225.71241,CDDHH
MODE,65,233.90045,CDDHH
MODE,66,247.27938,CDDHH
MODE,67,249.53908,CDDHH
MODE,68,259.52414,CDDHH
MODE,69,268.46637,CDDHH
MODE,70,272.26763,CDDHH
MODE,71,297.27404,CDDHH
MODE,72,303.94608,CDDHH
MODE,73,316.35959,CDDHH
MODE,74,322.73685,CDDHH
MODE,75,323.44662,CDDHH
MODE,76,332.53464,CDDHH
MODE,77,335.97193,CDDHH
MODE,78,338.48674,CDDHH
MODE,79,340.53732,CDDHH
MODE,80,362.36653,CDDHH
MODE,81,379.52624,CDDHH
MODE,82,382.5723,CDDHH
MODE,83,393.00415,CDDHH
MODE,84,405.10932,CDDHH
MODE,85,423.62241,CDDHH
MODE,86,425.69073,CDDHH
MODE,87,426.06664,CDDHH
MODE,88,433.9677,CDDHH
MODE,89,436.81494,CDDHH
MODE,90,445.23214,CDDHH
MODE,91,453.61119,CDDHH
MODE,92,453.89693,CDDHH
MODE,93,464.995,CDDHH
MODE,94,467.73724,CDDHH
MODE,95,471.29036,CDDHH
MODE,96,475.73894,CDDHH
MODE,97,509.37347,CDDHH
MODE,98,509.91417,CDDHH
MODE,99,526.71263,CDDHH
MODE,100,526.94293,CDDHH
MODE,101,530.15201,CDDHH
MODE,102,553.31233,CDDHH
MODE,103,556.56806,CDDHH
MODE,104,563.73685,CDDHH
MODE,105,565.41252,CDDHH
MODE,106,567.31537,CDDHH
MODE,107,574.45114,CDDHH
MODE,108,588.94288,CDDHH
MODE,109,593.3358,CDDHH
MODE,110,606.48423,CDDHH
MODE,111,620.95954,CDDHH
MODE,112,623.94677,CDDHH
MODE,113,637.9887,CDDHH
MODE,114,651.35074,CDDHH
MODE,115,658.04767,CDDHH
MODE,116,658.25894,CDDHH
MODE,117,661.14407,CDDHH
MODE,118,664.23294,CDDHH
MODE,119,688.71896,CDDHH
MODE,120,701.5954,CDDHH
MODE,121,703.35491,CDDHH
MODE,122,704.14221,CDDHH
MODE,123,712.36937,CDDHH
MODE,124,717.81228,CDDHH
MODE,125,721.96079,CDDHH
MODE,126,730.86794,CDDHH
MODE,127,739.92111,CDDHH
MODE,128,747.53218,CDDHH
MODE,129,750.66847,CDDHH
MODE,130,763.83453,CDDHH
MODE,131,776.10176,CDDHH
MODE,132,791.9734,CDDHH
MODE,133,792.99123,CDDHH
MODE,134,809.12601,CDDHH
MODE,135,820.82067,CDDHH
MODE,136,827.15476,CDDHH
MODE,137,830.29177,CDDHH
MODE,138,839.26127,CDDHH
MODE,139,840.86746,CDDHH
MODE,140,842.43727,CDDHH
MODE,141,857.77846,CDDHH
MODE,142,859.60437,CDDHH
MODE,143,860.48161,CDDHH
MODE,144,865.10427,CDDHH
MODE,145,877.52631,CDDHH
MODE,146,879.1584,CDDHH
MODE,147,882.63599,CDDHH
MODE,148,892.73667,CDDHH
MODE,149,902.03112,CDDHH
MODE,150,906.82378,CDDHH
MODE,151,921.15578,CDDHH
MODE,152,928.80455,CDDHH
MODE,153,934.94607,CDDHH
MODE,154,938.49737,CDDHH
MODE,155,945.01418,CDDHH
MODE,156,949.62801,CDDHH
MODE,157,952.78161,CDDHH
MODE,158,953.97458,CDDHH
MODE,159,966.23153,CDDHH
MODE,160,974.14484,CDDHH
MODE,161,977.39152,CDDHH
MODE,162,984.06391,CDDHH
MODE,163,984.66012,CDDHH
MODE,164,987.54691,CDDHH
MODE,165,989.75984,CDDHH
MODE,166,990.97522,CDDHH
MODE,167,1000.41252,CDDHH
MODE,168,1007.88663,CDDHH
MODE,169,1013.69787,CDDHH
MODE,170,1018.82476,CDDHH
MODE,171,1021.10515,CDDHH
MODE,172,1028.92034,CDDHH
MODE,173,1030.8741,CDDHH
MODE,174,1032.98639,CDDHH
MODE,175,1036.92371,CDDHH
MODE,176,1037.48177,CDDHH
MODE,177,1052.56856,CDDHH
MODE,178,1060.45148,CDDHH
MODE,179,1069.231,CDDHH
MODE,180,1076.09711,CDDHH
MODE,181,1076.78986,CDDHH
MODE,182,1076.88981,CDDHH
MODE,183,1077.77192,CDDHH
MODE,184,1078.03543,CDDHH
MODE,185,1082.76319,CDDHH
MODE,186,1094.27552,CDDHH
MODE,187,1105.5606,CDDHH
MODE,188,1115.60882,CDDHH
MODE,189,1126.87784,CDDHH
MODE,190,1129.79058,CDDHH
MODE,191,1130.89492,CDDHH
MODE,192,1138.67401,CDDHH
MODE,193,1139.52705,CDDHH
MODE,194,1140.57522,CDDHH
MODE,195,1141.22138,CDDHH
MODE,196,1150.32197,CDDHH
MODE,197,1158.33578,CDDHH
MODE,198,1167.72948,CDDHH
MODE,199,1173.68761,CDDHH
MODE,200,1186.83246,CDDHH
MODE,201,1197.30932,CDDHH
MODE,202,1204.22017,CDDHH
MODE,203,1204.69137,CDDHH
MODE,204,1206.42397,CDDHH
MODE,205,1214.50899,CDDHH
MODE,206,1218.10586,CDDHH
MODE,207,1220.04549,CDDHH
MODE,208,1235.26433,CDDHH
MODE,209,1236.5479,CDDHH
MODE,210,1239.84416,CDDHH
MODE,211,1242.82459,CDDHH
MODE,212,1249.29003,CDDHH
MODE,213,1251.5149,CDDHH
MODE,214,1255.07838,CDDHH
MODE,215,1263.47573,CDDHH
MODE,216,1265.53297,CDDHH
MODE,217,1272.8306,CDDHH
MODE,218,1273.17781,CDDHH
MODE,219,1277.81972,CDDHH
MODE,220,1289.61653,CDDHH
MODE,221,1294.09062,CDDHH
MODE,222,1296.60461,CDDHH
MODE,223,1300.08417,CDDHH
MODE,224,1302.80809,CDDHH
MODE,225,1303.99972,CDDHH
MODE,226,1309.88139,CDDHH
MODE,227,1312.2566,CDDHH
MODE,228,1320.44023,CDDHH
MODE,229,1321.21856,CDDHH
MODE,230,1324.55798,CDDHH
MODE,231,1327.08612,CDDHH
MODE,232,1331.4236,CDDHH
MODE,233,1343.02473,CDDHH
MODE,234,1347.14795,CDDHH
MODE,235,1353.17837,CDDHH
MODE,236,1355.44041,CDDHH
MODE,237,1358.02375,CDDHH
MODE,238,1370.99139,CDDHH
MODE,239,1372.38013,CDDHH
MODE,240,1377.36602,CDDHH
MODE,241,1380.05203,CDDHH
MODE,242,1380.90922,CDDHH
MODE,243,1382.51973,CDDHH
MODE,244,1386.96727,CDDHH
MODE,245,1388.84003,CDDHH
MODE,246,1395.48929,CDDHH
MODE,247,1398.95428,CDDHH
MODE,248,1400.51868,CDDHH
MODE,249,1405.13996,CDDHH
MODE,250,1410.21746,CDDHH
MODE,251,1416.64432,CDDHH
MODE,252,1428.66879,CDDHH
MODE,253,1438.47902,CDDHH
MODE,254,1440.89248,CDDHH
MODE,255,1444.79426,CDDHH
MODE,256,1448.17872,CDDHH
MODE,257,1451.183,CDDHH
MODE,258,1461.25381,CDDHH
MODE,259,1469.34616,CDDHH
MODE,260,1471.81739,CDDHH
MODE,261,1477.73882,CDDHH
MODE,262,1482.54783,CDDHH
MODE,263,1487.05731,CDDHH
MODE,264,1489.65358,CDDHH
MODE,265,1493.16364,CDDHH
MODE,266,1500.61699,CDDHH
MODE,267,1501.46507,CDDHH
MODE,268,1503.24098,CDDHH
MODE,269,1505.13807,CDDHH
MODE,270,1507.40763,CDDHH
MODE,271,1509.595,CDDHH
MODE,272,1511.38425,CDDHH
MODE,273,1512.00085,CDDHH
MODE,274,1512.69443,CDDHH
MODE,275,1514.31231,CDDHH
MODE,276,1517.02118,CDDHH
MODE,277,1520.35021,CDDHH
MODE,278,1520.50226,CDDHH
MODE,279,1521.55148,CDDHH
MODE,280,1522.65047,CDDHH
MODE,281,1526.12895,CDDHH
MODE,282,1527.37305,CDDHH
MODE,283,1529.06386,CDDHH
MODE,284,1529.73381,CDDHH
MODE,285,1531.39484,CDDHH
MODE,286,1567.2907,CDDHH
MODE,287,1570.281,CDDHH
MODE,288,1616.92534,CDDHH
MODE,289,1638.24526,CDDHH
MODE,290,1642.82588,CDDHH
MODE,291,1645.04968,CDDHH
MODE,292,1665.69435,CDDHH
MODE,293,1674.36516,CDDHH
MODE,294,1678.73396,CDDHH
MODE,295,1692.61144,CDDHH
MODE,296,1715.58909,CDDHH
MODE,297,1728.3866,CDDHH
MODE,298,1754.75068,CDDHH
MODE,299,1811.519,CDDHH
MODE,300,2237.9284,CDDHH
MODE,301,2339.36278,CDDHH
MODE,302,2969.15664,CDDHH
MODE,303,2981.08891,CDDHH
MODE,304,3006.36336,CDDHH
MODE,305,3020.07486,CDDHH
MODE,306,3021.97307,CDDHH
MODE,307,3030.2273,CDDHH
MODE,308,3032.4788,CDDHH
MODE,309,3032.65807,CDDHH
MODE,310,3041.05188,CDDHH
MODE,311,3042.06312,CDDHH
MODE,312,3046.18057,CDDHH
MODE,313,3051.91777,CDDHH
MODE,314,3052.91069,CDDHH
MODE,315,3053.94283,CDDHH
MODE,316,3056.15178,CDDHH
MODE,317,3060.35176,CDDHH
MODE,318,3063.18455,CDDHH
MODE,319,3065.40288,CDDHH
MODE,320,3065.7672,CDDHH
MODE,321,3068.26056,CDDHH
MODE,322,3071.06657,CDDHH
MODE,323,3083.42548,CDDHH
MODE,324,3085.63295,CDDHH
MODE,325,3085.97324,CDDHH
MODE,326,3087.25528,CDDHH
MODE,327,3095.16632,CDDHH
MODE,328,3104.6913,CDDHH
MODE,329,3106.95547,CDDHH
MODE,330,3107.01879,CDDHH
MODE,331,3110.60812,CDDHH
MODE,332,3112.25921,CDDHH
MODE,333,3112.61173,CDDHH
MODE,334,3113.2467,CDDHH
MODE,335,3113.86719,CDDHH
MODE,336,3114.83511,CDDHH
MODE,337,3114.91302,CDDHH
MODE,338,3121.16942,CDDHH
MODE,339,3126.49497,CDDHH
MODE,340,3130.83425,CDDHH
MODE,341,3134.52092,CDDHH
MODE,342,3137.2373,CDDHH
MODE,343,3140.39307,CDDHH
MODE,344,3146.2791,CDDHH
MODE,345,3148.32146,CDDHH
MODE,346,3153.02808,CDDHH
MODE,347,3156.09656,CDDHH
MODE,348,3165.40955,CDDHH
MODE,349,3171.36586,CDDHH
MODE,350,3172.34597,CDDHH
MODE,351,3176.41743,CDDHH
MODE,352,3190.75082,CDDHH
MODE,353,3197.23091,CDDHH
MODE,354,3199.19629,CDDHH
MODE,355,3203.16726,CDDHH
MODE,356,3208.72502,CDDHH
MODE,357,3304.46874,CDDHH
MODE,358,3400.50752,CDDHH
MODE,359,3529.64392,CDDHH
MODE,360,3692.29806,CDDHH
12-1-2-2-2,,,
MODE,13,4.74529,CHDDD
MODE,14,8.76138,CHDDD
MODE,15,14.9705,CHDDD
MODE,16,18.12374,CHDDD
MODE,17,22.22531,CHDDD
MODE,18,23.61698,CHDDD
MODE,19,29.16957,CHDDD
MODE,20,29.67178,CHDDD
MODE,21,32.13242,CHDDD
MODE,22,32.98456,CHDDD
MODE,23,35.84835,CHDDD
MODE,24,37.33975,CHDDD
MODE,25,41.99879,CHDDD
MODE,26,43.7076,CHDDD
MODE,27,48.31446,CHDDD
MODE,28,52.49509,CHDDD
MODE,29,57.46988,CHDDD
MODE,30,60.17961,CHDDD
MODE,31,61.02524,CHDDD
MODE,32,66.90229,CHDDD
MODE,33,68.42068,CHDDD
MODE,34,71.47548,CHDDD
MODE,35,73.11717,CHDDD
MODE,36,75.36795,CHDDD
MODE,37,80.4804,CHDDD
MODE,38,83.66154,CHDDD
MODE,39,91.01859,CHDDD
MODE,40,94.84662,CHDDD
MODE,41,96.40651,CHDDD
